carat,cut,color,clarity,depth,table,x,y,z,price
0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,15426
0.4,Ideal,E,VS2,62.6,57.0,4.7,4.68,2.93,1038
0.63,Premium,E,SI2,58.5,61.0,5.64,5.58,3.28,1775
0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,898
0.56,Ideal,F,VS2,62.1,57.0,5.29,5.28,3.28,1814
0.52,Ideal,G,VVS2,61.5,56.0,5.18,5.2,3.19,1911
1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63,4939
1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,603
0.3,Good,E,VVS2,63.2,59.0,4.27,4.28,2.7,684
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,18252
0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,524
1.0,Premium,F,VS2,62.4,60.0,6.38,6.35,3.97,6468
0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4937
0.83,Premium,E,SI2,59.2,60.0,6.17,6.12,3.64,2859
0.58,Fair,G,VS2,65.0,56.0,5.23,5.17,3.38,1430
0.62,Ideal,E,VS2,61.9,57.0,5.47,5.44,3.38,2260
2.04,Premium,E,SI2,62.7,60.0,8.04,8.0,5.03,15398
0.83,Ideal,H,VS2,61.3,54.0,6.06,6.1,3.73,3027
1.7,Premium,F,VS1,58.5,60.0,7.83,7.76,4.56,18398
0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1328
0.32,Ideal,I,SI1,60.5,58.0,4.43,4.49,2.7,450
1.22,Ideal,H,VS1,62.6,56.0,6.83,6.87,4.29,8167
0.9,Good,G,SI1,57.7,62.0,6.29,6.23,3.61,3226
0.4,Very Good,G,VS1,63.4,56.0,4.72,4.68,2.98,1005
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,18398
0.33,Ideal,G,VS1,61.6,57.0,4.41,4.45,2.73,666
2.06,Premium,G,SI2,60.7,58.0,8.18,8.25,4.99,13908
0.4,Good,I,VVS2,59.7,62.0,4.75,4.79,2.85,750
0.52,Ideal,E,VS2,61.5,56.0,5.18,5.2,3.19,1576
0.7,Premium,J,VVS2,61.9,58.0,5.67,5.73,3.53,1843
0.33,Very Good,H,VS2,62.2,57.0,4.42,4.46,2.76,521
0.43,Premium,F,SI1,61.7,58.0,4.84,4.82,2.98,948
0.46,Good,E,VS2,60.9,62.0,4.93,4.96,3.01,1267
0.84,Fair,F,VS2,65.0,57.2,5.83,5.87,3.81,3172
0.5,Very Good,D,VS2,63.2,60.0,5.04,5.02,3.18,1632
0.33,Ideal,E,VVS2,61.0,54.0,4.49,4.52,2.75,741
0.46,Very Good,E,VS2,61.3,57.0,4.99,5.02,3.07,1081
0.45,Premium,F,SI2,61.5,61.0,4.95,4.9,3.03,936
1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.58,7056
0.3,Good,H,VVS2,63.6,56.0,4.26,4.29,2.72,605
1.21,Ideal,I,SI2,60.6,56.0,6.94,6.92,4.2,5184
0.74,Ideal,E,SI2,60.9,57.0,5.83,5.89,3.57,2594
1.01,Premium,G,VVS2,58.5,59.0,6.66,6.6,3.88,6670
0.71,Good,F,VVS2,58.2,60.0,5.89,5.94,3.44,2956
1.53,Premium,F,VS2,62.2,58.0,7.36,7.27,4.55,13423
0.34,Premium,F,VS2,62.6,59.0,4.48,4.44,2.79,880
1.01,Premium,F,SI2,62.7,56.0,6.4,6.35,4.0,4197
0.54,Ideal,F,SI1,60.5,57.0,5.25,5.27,3.18,1385
0.9,Ideal,I,VS1,61.6,56.0,6.22,6.16,3.81,3677
0.92,Premium,I,VVS1,62.4,59.0,6.17,6.14,3.84,3932
0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,2145
2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27,18615
0.4,Good,I,VVS1,63.5,57.0,4.65,4.68,2.96,842
1.35,Ideal,H,VS2,61.6,55.0,7.08,7.02,4.34,6502
0.9,Ideal,D,VS2,61.2,56.0,6.2,6.26,3.81,6689
1.5,Premium,D,VS2,62.5,61.0,7.32,7.25,4.55,14675
0.32,Ideal,D,VS1,60.4,56.0,4.44,4.46,2.69,706
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,11202
0.77,Ideal,F,SI1,61.4,55.0,5.93,5.95,3.65,3169
1.01,Ideal,D,SI2,62.6,56.0,6.4,6.34,3.99,4872
0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,681
0.23,Very Good,E,VS1,62.8,55.0,3.88,3.9,2.44,391
1.12,Ideal,H,VVS2,62.3,53.0,6.64,6.7,4.16,7091
0.39,Ideal,H,VS2,62.0,54.4,4.67,4.72,2.91,670
0.3,Ideal,E,VS2,62.0,55.0,4.3,4.25,2.65,844
1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
0.71,Very Good,G,VS1,60.8,63.0,5.76,5.68,3.48,2982
1.01,Premium,F,SI1,63.0,58.0,6.33,6.29,3.98,4632
0.4,Premium,G,VS2,61.9,58.0,4.74,4.76,2.94,753
1.01,Ideal,F,VS2,61.0,57.0,6.38,6.5,3.93,6416
1.02,Premium,F,VS2,62.7,59.0,6.44,6.41,4.03,6333
1.59,Very Good,I,SI1,62.4,56.0,7.46,7.48,4.66,9925
0.33,Ideal,G,VVS1,61.6,55.0,4.46,4.47,2.75,838
1.09,Ideal,H,SI1,61.1,57.0,6.71,6.62,4.07,5219
0.5,Ideal,G,VS2,62.0,57.0,5.08,5.11,3.16,1449
1.28,Premium,G,VS1,60.9,58.0,7.01,7.09,4.29,9335
1.21,Ideal,G,VS1,61.6,57.0,6.85,6.87,4.22,10685
0.32,Very Good,H,SI1,62.2,56.0,4.36,4.39,2.72,449
1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,7223
0.38,Ideal,H,VS1,61.7,55.0,4.65,4.7,2.89,955
0.5,Premium,E,VS2,62.4,62.0,5.07,5.03,3.15,1629
0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,5816
0.76,Ideal,I,VVS1,62.2,55.0,5.89,5.87,3.66,2753
0.31,Ideal,G,SI1,61.3,58.0,4.37,4.4,2.69,443
1.2,Ideal,I,VS2,62.6,57.0,6.74,6.67,4.2,4844
0.5,Ideal,F,VVS2,61.6,56.0,5.11,5.08,3.14,2160
1.2,Premium,J,VS1,59.1,61.0,7.0,6.94,4.12,5107
1.51,Very Good,J,SI1,63.1,55.0,7.25,7.32,4.6,8049
0.9,Good,F,SI1,58.8,60.0,6.22,6.26,3.67,4004
1.07,Ideal,F,SI1,62.3,53.0,6.57,6.59,4.1,6049
0.81,Ideal,I,SI1,61.3,56.0,6.27,6.23,3.83,3043
0.37,Ideal,E,VS2,61.5,56.0,4.62,4.59,2.83,1041
0.38,Good,F,VS2,56.2,61.0,4.84,4.87,2.73,873
0.71,Good,E,SI1,63.2,57.0,5.67,5.72,3.6,2494
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,11428
0.5,Fair,F,I1,57.5,66.0,5.3,5.17,3.01,827
0.39,Very Good,D,VS1,61.7,59.0,4.64,4.69,2.88,876
0.34,Ideal,E,VS1,61.4,57.0,4.5,4.46,2.75,1033
0.79,Premium,H,SI2,61.6,58.0,5.98,5.94,3.67,1998
0.4,Ideal,D,VVS1,61.6,56.0,4.74,4.77,2.93,1637
0.9,Very Good,J,VS1,62.4,57.0,6.13,6.18,3.84,3643
0.77,Ideal,D,SI2,60.2,56.0,5.98,6.04,3.62,2923
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9551
1.41,Very Good,H,SI1,62.6,59.0,7.08,7.14,4.45,8283
0.8,Very Good,H,VS1,62.7,56.0,5.88,5.96,3.71,3144
0.4,Premium,H,VVS2,60.9,58.0,4.79,4.74,2.9,1125
1.04,Very Good,F,VS2,60.1,59.0,6.56,6.61,3.96,6342
0.71,Ideal,F,VS1,61.4,56.0,5.75,5.78,3.54,3710
2.41,Ideal,I,SI2,62.5,57.0,8.57,8.51,5.34,16987
1.05,Good,I,VS2,63.1,58.0,6.42,6.47,4.07,4529
0.25,Ideal,F,VS1,61.1,58.0,4.04,4.08,2.48,595
0.54,Ideal,I,VS2,61.1,55.0,5.27,5.31,3.23,1259
0.51,Premium,I,SI1,62.7,59.0,5.09,5.06,3.18,1080
0.4,Very Good,D,SI1,61.4,56.0,4.72,4.83,2.93,772
0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,4669
1.57,Premium,F,SI1,58.3,58.0,7.72,7.68,4.49,13288
1.03,Ideal,F,SI2,61.8,56.0,6.49,6.46,4.0,4454
1.7,Premium,I,VS2,62.2,58.0,7.65,7.6,4.74,11888
0.34,Premium,F,SI1,59.8,58.0,4.53,4.57,2.72,566
2.0,Premium,E,SI2,58.1,60.0,8.32,8.25,4.81,15984
0.4,Very Good,I,VVS1,63.3,57.0,4.71,4.67,2.97,1080
1.53,Very Good,I,SI1,63.1,56.0,7.32,7.26,4.6,7797
0.38,Ideal,D,VVS1,61.8,56.0,4.63,4.66,2.87,1400
2.04,Very Good,J,VS2,63.0,58.0,7.99,8.02,5.04,13609
0.4,Ideal,E,VVS2,61.5,56.0,4.79,4.74,2.93,1238
2.04,Good,J,VS2,59.6,56.0,8.26,8.31,4.94,13550
0.3,Good,H,VS1,63.2,58.0,4.22,4.26,2.68,491
1.01,Premium,F,SI1,62.5,58.0,6.39,6.42,4.0,4899
1.57,Ideal,G,SI1,61.8,55.0,7.49,7.43,4.61,11702
0.3,Premium,J,VS1,62.7,59.0,4.28,4.24,2.67,506
0.32,Premium,H,VS1,62.3,58.0,4.34,4.39,2.72,561
0.61,Premium,F,SI2,60.9,58.0,5.52,5.44,3.34,1401
0.93,Premium,J,VS2,61.1,59.0,6.34,6.32,3.87,3125
0.34,Premium,H,SI1,60.2,58.0,4.52,4.48,2.71,612
0.55,Ideal,F,VS1,62.3,53.0,5.28,5.31,3.3,1754
0.35,Premium,D,SI1,61.8,59.0,4.54,4.56,2.81,644
1.01,Very Good,E,VS2,61.6,58.0,6.43,6.49,3.98,6754
0.33,Premium,E,VVS2,60.3,58.0,4.49,4.47,2.7,1114
0.41,Ideal,I,VVS2,62.4,57.0,4.68,4.75,2.94,843
0.41,Ideal,G,VS1,61.2,57.0,4.77,4.8,2.93,870
0.72,Ideal,I,VS2,61.4,56.0,5.77,5.83,3.56,3391
0.31,Ideal,G,VVS1,62.5,54.0,4.33,4.37,2.72,816
0.51,Ideal,F,SI2,60.5,55.0,5.17,5.21,3.14,1169
0.53,Fair,E,SI1,64.5,53.0,5.16,5.15,3.33,1363
0.71,Very Good,I,SI2,62.2,58.0,5.61,5.7,3.52,1902
0.9,Very Good,H,VS1,62.6,55.0,6.14,6.19,3.86,3964
0.73,Very Good,G,SI2,62.6,56.0,5.77,5.79,3.62,1986
0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.3,2.67,665
1.33,Very Good,G,SI2,62.0,59.0,7.1,7.04,4.38,6603
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2147
0.53,Ideal,D,VS2,62.3,56.0,5.17,5.14,3.21,1956
0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2196
0.57,Premium,E,VS2,61.4,58.0,5.37,5.32,3.28,1949
1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,10798
0.53,Ideal,G,VS1,62.6,54.0,5.19,5.16,3.24,1813
2.01,Ideal,I,SI1,61.9,56.0,8.16,8.08,5.03,14558
1.0,Very Good,F,VVS2,63.2,56.0,6.35,6.3,4.0,8172
1.02,Very Good,E,VS2,63.3,57.0,6.37,6.43,4.05,6582
0.3,Ideal,D,VVS1,61.1,57.0,4.34,4.36,2.66,1000
0.71,Fair,E,SI1,64.7,59.0,5.61,5.58,3.62,2352
0.41,Very Good,G,SI1,62.9,56.0,4.7,4.75,2.97,719
0.4,Ideal,G,VVS1,61.6,57.0,4.76,4.75,2.93,1200
1.58,Very Good,I,VS1,61.8,57.0,7.5,7.56,4.64,10112
0.29,Very Good,E,VS1,62.4,55.0,4.2,4.25,2.63,555
0.43,Ideal,G,IF,61.6,57.0,4.84,4.81,2.97,1341
0.3,Ideal,F,VS1,61.5,55.0,4.33,4.35,2.67,587
0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,1884
2.01,Very Good,I,VS1,61.5,62.0,7.94,8.07,4.92,15335
0.54,Ideal,G,VVS1,61.3,56.0,5.28,5.23,3.22,2087
0.53,Very Good,F,SI1,62.9,57.0,5.15,5.18,3.25,1268
0.31,Premium,G,IF,61.6,55.0,4.42,4.38,2.71,988
1.51,Premium,G,VS2,61.2,61.0,7.44,7.33,4.52,13194
1.51,Premium,I,SI2,58.7,59.0,7.53,7.49,4.41,7292
0.53,Premium,H,VS2,61.4,52.0,5.29,5.26,3.24,1412
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3053
2.07,Good,I,VS2,64.1,57.0,8.07,8.0,5.15,15119
1.51,Premium,F,SI1,60.9,61.0,7.32,7.3,4.45,11666
0.33,Ideal,G,SI2,60.2,57.0,4.5,4.47,2.7,594
0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
0.8,Good,D,SI1,63.7,57.0,5.88,5.8,3.72,2738
0.54,Premium,F,VS2,61.8,58.0,5.22,5.29,3.25,1662
0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,1869
0.6,Premium,G,SI2,60.8,58.0,5.49,5.44,3.32,1433
1.57,Ideal,I,VS2,60.4,58.0,7.55,7.59,4.57,10964
1.01,Ideal,D,SI1,62.0,57.0,6.37,6.44,3.97,5832
1.52,Ideal,G,SI1,63.0,55.0,7.31,7.38,4.63,11510
0.72,Premium,H,VVS1,61.4,58.0,5.75,5.78,3.54,3137
0.7,Very Good,H,VS2,62.9,58.0,5.6,5.65,3.54,2276
1.51,Very Good,J,VS1,63.7,55.0,7.16,7.28,4.6,7953
1.2,Ideal,E,SI2,61.3,56.0,6.8,6.71,4.14,5268
0.33,Premium,G,VVS1,61.5,59.0,4.42,4.46,2.73,810
1.52,Premium,G,VVS2,62.1,58.0,7.4,7.31,4.57,14105
0.56,Ideal,G,IF,61.8,54.0,5.31,5.33,3.29,2298
0.3,Ideal,H,VS1,61.9,58.0,4.3,4.32,2.67,545
0.99,Ideal,H,SI1,61.1,56.0,6.44,6.47,3.94,5287
2.02,Premium,J,VS2,61.1,58.0,8.04,8.1,4.93,12832
0.3,Very Good,F,VS1,61.0,60.0,4.3,4.22,2.6,570
0.7,Ideal,F,VS2,61.4,56.0,5.72,5.75,3.52,3064
0.38,Ideal,F,VS1,61.1,56.0,4.69,4.71,2.87,1013
0.29,Ideal,J,VS1,61.8,56.0,4.23,4.26,2.62,435
0.9,Premium,D,SI2,59.8,61.0,6.21,6.17,3.7,3780
1.43,Ideal,E,VVS2,62.4,57.0,7.25,7.15,4.49,14429
1.12,Ideal,G,SI2,62.4,56.0,6.67,6.63,4.15,4798
0.6,Very Good,H,VS1,60.2,60.0,5.45,5.48,3.29,1679
0.7,Very Good,F,SI1,62.6,56.0,5.66,5.72,3.56,2196
0.58,Very Good,I,VS2,61.7,54.1,5.37,5.4,3.32,1408
0.3,Very Good,E,VS1,63.4,55.0,4.26,4.29,2.71,660
0.9,Ideal,E,SI2,61.9,54.0,6.23,6.18,3.84,3958
0.74,Very Good,E,VS1,63.1,58.0,5.75,5.73,3.62,2849
0.91,Good,G,SI1,63.1,63.0,6.11,6.16,3.87,3506
0.79,Premium,F,SI1,62.3,54.0,5.97,5.91,3.7,2862
0.78,Good,E,SI1,59.4,62.0,6.02,6.07,3.59,3578
0.7,Premium,D,SI2,62.8,61.0,5.61,5.57,3.51,2348
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,517
1.11,Ideal,F,SI2,62.0,57.0,6.67,6.64,4.13,4227
0.51,Good,G,SI1,63.1,64.0,5.08,5.03,3.19,1107
0.34,Premium,D,VS2,62.1,58.0,4.45,4.5,2.78,805
1.11,Premium,H,SI1,58.8,59.0,6.79,6.74,3.98,5439
0.72,Premium,E,SI1,62.1,58.0,5.73,5.76,3.57,2831
0.6,Very Good,F,SI1,62.1,57.4,5.39,5.45,3.35,1715
0.41,Ideal,E,VS2,62.3,54.0,4.74,4.8,2.97,875
1.01,Premium,D,SI2,61.8,57.0,6.47,6.42,3.98,4338
1.0,Very Good,J,VVS1,63.5,59.0,6.34,6.29,4.01,4717
0.52,Very Good,F,VS1,63.2,57.0,5.09,5.1,3.22,1748
1.21,Ideal,E,VS1,61.7,56.0,6.82,6.85,4.22,12111
0.42,Good,D,SI2,63.2,57.0,4.75,4.77,3.01,653
1.22,Ideal,H,SI2,61.0,57.0,6.88,6.93,4.2,5502
0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73,1827
1.5,Premium,I,VS2,61.4,58.0,7.28,7.24,4.46,11655
1.13,Premium,J,SI2,62.4,59.0,6.68,6.62,4.15,3987
0.35,Ideal,E,SI1,62.3,56.0,4.53,4.56,2.83,614
0.37,Good,H,VS2,63.7,55.0,4.54,4.56,2.9,584
1.24,Ideal,H,VS2,61.8,55.0,6.91,6.95,4.28,8726
0.31,Very Good,G,VS1,60.4,59.0,4.37,4.41,2.65,542
1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921
1.31,Premium,H,VS2,62.1,58.0,7.01,6.86,4.31,6368
0.41,Good,E,VS2,61.1,61.0,4.77,4.82,2.93,982
0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,661
1.02,Premium,E,SI2,62.9,56.0,6.43,6.36,4.02,4478
1.02,Ideal,J,SI2,60.3,54.0,6.53,6.5,3.93,2879
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7903
0.72,Ideal,F,SI2,62.0,57.0,5.68,5.64,3.51,1743
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5384
0.31,Ideal,D,SI2,62.9,54.0,4.35,4.3,2.72,593
2.01,Good,I,VS2,63.6,57.0,7.87,7.95,5.03,16003
1.0,Premium,E,SI2,60.7,58.0,6.45,6.38,3.9,3763
0.55,Premium,D,SI1,61.9,60.0,5.23,5.14,3.21,1815
0.51,Premium,D,VS2,62.7,59.0,5.05,5.09,3.18,1716
0.29,Ideal,F,VVS1,60.9,57.0,4.32,4.29,2.62,858
0.52,Premium,F,SI1,58.6,61.0,5.3,5.28,3.1,1338
1.02,Very Good,H,SI1,58.4,62.0,6.55,6.61,3.84,4518
0.78,Good,D,SI2,57.5,63.0,6.13,6.05,3.5,2430
1.7,Ideal,H,VS2,62.2,57.0,7.67,7.63,4.76,13756
1.68,Premium,G,VS1,58.2,57.0,7.89,7.85,4.58,13445
0.32,Very Good,I,VS1,63.2,54.0,4.42,4.38,2.78,648
0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617
0.41,Very Good,E,VVS1,62.9,59.0,4.72,4.76,2.98,1367
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,7148
2.18,Ideal,I,VS2,62.0,57.0,8.35,8.24,5.14,13769
1.0,Good,D,SI2,61.1,61.0,6.37,6.43,3.91,4727
0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21,1793
0.52,Premium,F,VS2,62.5,58.0,5.17,5.13,3.22,1605
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,729
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,789
0.9,Good,G,VS2,64.9,61.0,5.91,5.99,3.86,4124
1.05,Ideal,E,VVS2,62.4,56.0,6.52,6.49,4.06,9146
1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,4277
0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658
1.5,Good,I,VVS2,65.4,59.0,7.09,7.14,4.65,8732
0.33,Ideal,D,VS2,62.1,55.0,4.46,4.43,2.76,1002
0.58,Ideal,F,VS2,60.6,55.0,5.4,5.43,3.28,1798
0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,3275
0.4,Very Good,I,VS2,61.9,55.0,4.73,4.77,2.94,1031
0.81,Premium,D,SI1,60.7,58.0,6.07,5.99,3.66,3135
1.64,Ideal,F,SI1,61.8,55.0,7.6,7.58,4.69,13289
1.03,Good,J,VS2,63.7,56.0,6.42,6.35,4.07,3795
0.7,Good,E,SI2,63.6,65.0,5.67,5.55,3.57,2032
1.09,Premium,H,SI1,59.5,58.0,6.73,6.71,4.0,5706
2.02,Premium,H,SI1,63.0,60.0,7.85,7.79,4.93,13453
0.72,Ideal,I,VVS2,61.6,57.0,5.73,5.76,3.54,2602
0.51,Very Good,D,SI1,63.4,59.0,5.07,5.02,3.2,1237
0.43,Very Good,F,VS2,61.3,59.0,4.81,4.84,2.96,905
0.31,Very Good,I,VS1,63.5,57.0,4.28,4.26,2.71,628
0.3,Ideal,I,SI2,62.0,54.0,4.31,4.34,2.68,348
0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,3478
1.53,Very Good,J,SI1,61.7,58.0,7.43,7.47,4.6,7730
0.73,Premium,G,SI2,61.2,56.0,5.76,5.67,3.5,1610
1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93,2818
1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9494
0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,2145
1.55,Premium,E,SI2,58.5,57.0,7.66,7.57,4.46,7161
2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681
0.59,Ideal,D,SI1,61.2,56.0,5.43,5.38,3.31,1821
0.28,Very Good,E,VVS2,60.0,56.0,4.26,4.28,2.56,642
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1993
0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
0.82,Premium,D,SI2,61.7,56.0,6.01,5.99,3.7,3159
1.54,Premium,G,VS2,61.6,59.0,7.46,7.4,4.58,12308
2.0,Very Good,J,VS2,60.7,59.0,8.12,8.15,4.94,13113
0.57,Premium,F,SI1,62.1,59.0,5.31,5.28,3.29,2052
0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74,2348
0.64,Good,D,SI1,57.7,57.0,5.69,5.75,3.3,1838
0.31,Ideal,D,VVS2,62.0,56.0,4.34,4.37,2.7,766
0.71,Fair,I,VS2,61.6,67.0,5.76,5.61,3.5,1840
1.03,Premium,D,VVS2,60.1,58.0,6.55,6.6,3.95,11335
1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01,4099
0.36,Premium,D,VS2,60.3,58.0,4.66,4.63,2.8,933
0.58,Ideal,G,IF,62.1,56.0,5.35,5.37,3.32,2528
2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,17893
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,3692
1.59,Ideal,I,SI2,61.6,57.0,7.56,7.51,4.64,7978
0.71,Premium,I,VS1,61.8,58.0,5.76,5.72,3.55,2327
0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1442
1.01,Very Good,F,VS2,63.2,59.0,6.3,6.36,4.0,6540
0.41,Premium,G,VS1,60.5,58.0,4.76,4.8,2.89,899
0.5,Premium,E,SI1,59.9,58.0,5.18,5.17,3.1,1593
0.71,Good,I,SI1,60.9,64.0,5.72,5.67,3.47,2087
1.01,Fair,I,VS1,64.9,58.0,6.17,6.22,4.02,4263
3.67,Premium,I,I1,62.4,56.0,9.86,9.81,6.13,16193
0.35,Good,E,VS1,59.4,55.0,4.6,4.62,2.74,851
0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,1857
0.3,Premium,I,VVS2,61.7,58.0,4.37,4.28,2.67,675
0.81,Premium,G,VS2,62.9,58.0,5.94,5.88,3.72,3193
1.5,Premium,D,SI2,59.9,60.0,7.48,7.41,4.46,10090
0.33,Ideal,G,IF,61.6,53.0,4.47,4.43,2.74,1052
0.9,Very Good,F,SI2,61.6,56.0,6.22,6.29,3.85,3601
0.91,Fair,E,SI2,64.5,60.0,6.04,5.96,3.87,3119
0.51,Very Good,E,VS1,64.4,55.0,5.03,5.07,3.25,1634
1.61,Ideal,F,VS1,62.0,55.0,7.55,7.52,4.67,17414
0.7,Good,G,SI1,64.0,55.0,5.62,5.59,3.59,2016
0.37,Ideal,G,IF,62.4,56.0,4.6,4.64,2.88,1033
1.71,Very Good,G,VS2,62.5,58.0,7.56,7.66,4.76,15829
0.36,Premium,F,SI1,61.1,59.0,4.58,4.62,2.81,600
1.08,Ideal,J,VS2,62.3,56.0,6.6,6.53,4.09,4093
0.7,Very Good,E,SI1,63.4,56.0,5.7,5.6,3.58,2318
0.33,Ideal,H,SI1,61.0,55.0,4.45,4.49,2.73,511
0.31,Premium,D,SI1,61.2,60.0,4.35,4.41,2.68,571
0.39,Very Good,D,VS2,62.2,58.0,4.63,4.69,2.9,702
0.32,Ideal,G,SI1,62.5,55.0,4.38,4.35,2.73,612
1.21,Premium,F,SI1,60.0,60.0,6.96,6.91,4.16,6659
0.3,Ideal,G,VVS2,61.8,57.0,4.29,4.32,2.66,665
0.59,Very Good,F,SI2,63.4,57.0,5.32,5.28,3.36,1301
1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
1.09,Good,G,SI2,57.4,61.0,6.82,6.75,3.89,3424
0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2423
1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,12319
0.95,Premium,G,SI2,59.8,60.0,6.36,6.34,3.8,3181
1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15,5236
0.54,Premium,E,VS1,61.3,56.0,5.27,5.23,3.22,1960
0.8,Ideal,F,VS2,61.3,55.0,5.98,6.0,3.67,3913
0.32,Very Good,G,VS1,62.1,55.0,4.41,4.44,2.75,645
1.02,Very Good,H,SI1,62.2,58.0,6.42,6.48,4.01,4932
0.32,Ideal,F,VS2,60.3,55.0,4.4,4.45,2.67,645
0.31,Premium,E,VVS1,61.5,58.0,4.37,4.35,2.68,988
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,3931
0.43,Ideal,G,VVS2,61.4,55.0,4.88,4.83,2.98,1129
1.03,Premium,G,SI2,59.9,60.0,6.56,6.5,3.91,4413
0.3,Ideal,I,VS2,62.1,58.0,4.27,4.29,2.66,389
0.73,Premium,D,SI2,61.0,61.0,5.81,5.74,3.52,1730
0.4,Very Good,E,SI2,61.6,55.0,4.75,4.83,2.95,611
0.31,Good,F,SI1,63.1,57.0,4.28,4.31,2.71,516
1.0,Fair,F,VS2,66.7,57.0,6.11,6.04,4.05,4732
0.34,Very Good,I,VS2,61.6,56.0,4.47,4.51,2.76,457
0.35,Premium,F,VS1,60.7,58.0,4.54,4.58,2.77,767
2.02,Good,I,VS2,57.9,62.0,8.28,8.36,4.82,16593
0.26,Ideal,F,VVS2,61.6,57.0,4.1,4.08,2.52,769
0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,533
0.7,Good,I,VVS2,63.3,55.0,5.61,5.67,3.57,2394
0.51,Ideal,E,SI1,61.5,55.0,5.18,5.15,3.18,1649
0.7,Very Good,G,VS1,61.0,57.0,5.69,5.72,3.48,2591
